stock_level,customer_sentiment,Sum of footfall,Average of promotion_intensity
1187.6411108405,0.834384394734279,348.795218592112,5.70091988497909
1176.69145003342,1.05676668958177,335.887050274484,6.57836063143517
1175.20758153555,0.96770727795475,335.651646608861,6.0306515655259
1142.68625067731,0.940139685657548,334.744180879779,5.52875323538837
1155.24213585132,1.16533494335302,334.473834574696,5.13599094028271
1171.53891108375,0.985095740094402,333.907633368857,4.12958165465871
1128.72169913794,0.828012649616562,333.79849970133,5.43068266161374
1171.49189362418,0.81385541931696,332.727611057406,3.8822934805047
1181.47885645278,1.14001193838121,330.668357543116,4.01544304217519
1135.25239458485,1.04454933383849,330.627310246661,5.15429417876478
1222.01312737947,1.04123953048679,327.942226687908,6.00780246776586
1188.17257895759,0.846136693650189,327.736303122815,4.29291003791684
1208.78625551983,0.856031220960225,327.387613405333,4.46030576854139
1225.25124997625,1.14119692463408,327.274783279083,4.49493670708081
1211.85009123655,1.02459393844908,326.935066955648,4.55120414683513
1204.3335786348,1.05519205574275,326.217275850149,3.4517558851116
1175.80329896151,1.06030240149612,325.808441894151,6.37128140998608
1179.00952922389,0.937750104187435,325.70301275472,3.68810720684687
1167.00067269118,0.880025613572798,325.499705923651,6.3738702291185
1195.72878457143,0.836749765812549,325.213847358367,6.08454878404755
1148.14724089053,1.14256141619026,324.873919898849,4.89120273011568
1121.84911184482,1.10283425042232,323.879472785864,5.77095306802531
1206.02121667732,1.10837618522582,323.631605934955,4.57882343627157
1199.81201734572,0.933434137315639,323.601934601659,5.27612354156151
1142.55066139295,0.86505248051284,323.598778338294,6.03707477661917
1193.29641744395,0.99649445101615,323.41233623722,6.64369160431261
1192.38126393705,0.953020504880855,323.265048252468,5.07364561139189
1180.93930515913,0.862752688338241,323.039536046839,4.46248529845337
1235.7781780151,0.980968268331604,322.880751523504,5.61134560146817
1202.58602125864,1.15296860852265,322.556573217687,4.17338106321671
1180.04324388762,1.0754160770654,322.381156490228,5.38008783053335
1170.2500458279,1.094898303784,322.280507751109,5.70218910017899
1199.07580631908,1.20336028446208,322.187858085319,5.57103959184054
1145.10672114109,0.93984501502582,322.139904961526,5.61515864695303
1132.80726614439,0.847982367078869,322.06519756488,4.83736032191039
1162.54977481848,1.00063638009561,321.909585338514,4.45828282844611
1231.58046040885,1.06693003071195,321.516751233636,5.34246631299664
1195.29898596356,0.956398736803397,321.37601074692,6.17734656076179
1189.30437188707,0.839327130608928,321.348637890725,5.21904434134406
1185.96001259608,0.896222287118916,321.330677320278,5.14695655295176
1178.84000307253,1.05630983632723,320.914869440609,5.08650324408874
1177.4837966735,0.956627605854817,320.811843222647,5.38803797371065
1184.08745892208,1.18261935333402,320.775315220693,5.47396874226407
1171.42347788343,1.07940180795172,320.775138443779,5.80036939729218
1213.1937155924,0.922423904317892,320.620040104951,5.20529503169935
1206.66713529323,1.09571874983647,320.529387015993,4.74417012007819
1117.91297578484,0.96850185204729,320.397051567086,4.68296335242613
1178.04739744678,0.983859292071773,320.028787629468,5.92398200848229
1159.91719203966,1.01579985636519,319.98879859087,5.30623974697015
1157.73494022047,1.03763882563335,319.986601074908,4.86883490859561
1150.99216081392,1.00150643407235,319.831829596548,4.51591601939377
1169.78748571038,0.95439424128412,319.722021277749,5.74930214884688
1169.88919100046,1.0532387359374,319.46429161016,5.42526322748495
1179.20402473104,0.917406374577209,319.441888744972,3.78203865731874
1175.80663124112,1.03122768474575,319.21354285295,4.60598894188025
1119.88992805475,0.932712210239121,319.163880026414,3.32014679712599
1206.69366148754,0.8306779402132,319.136845934108,3.62095581877716
1173.19557673058,0.967596696780016,318.947274743102,6.00733340479332
1194.09004947155,0.963747075476079,318.811598957867,4.26110770144179
1191.89837905213,0.9901307374751,318.68987538594,3.23497754392372
1194.56926723439,1.01351222343227,318.403921808979,4.52090030539848
1187.83105340385,1.01274351801343,317.968643930214,5.02988066932163
1148.32535268131,0.939041424023131,317.860335542623,4.74456413246452
1152.35528120248,0.913001706123783,317.82175196045,5.19395610518692
1177.82621666041,0.937295115361439,317.770212703449,4.87216134243373
1240.60118972407,1.00595501407775,317.649825858644,5.59979302062822
1176.09607760581,0.854152616713383,317.60811947145,5.42615945050299
1179.69005669148,1.04441043446135,317.509692977431,5.05489988319723
1163.87589199498,0.849417540213079,317.345864086247,5.53112106766114
1176.83627293977,1.01527645940036,317.341364976259,4.8147754293624
1178.04518389604,1.04122631093908,317.331730556899,5.35126465821908
1209.0702925242,1.18354655874214,317.253757653516,5.09124577609866
1170.85515250196,1.08087853951422,317.241342290931,4.9257729634887
